title,company,category,status,min_edu,min_exp,description,url,imgUrl
Network Engineer,PT Sinergi Wahana Gemilang,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for IT Support Engineer at PT KPS CertificationPria, Usia maksimal 30 TahunMemiliki pengalaman minimal 1 Tahun di bidang yang samaPengelolaan Website PerusahaanMengelola Server Lokal/NASDatabase ManagementSearch Engine OptimazationPeningkatan Proses ITRead Less",https://glints.com/id/en/opportunities/jobs/it-support-engineer/aa76973a-2561-43b9-9e61-f34eab34e16e?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4a9261313821787cde8495f39c5c4f80.jpeg
IT Support Engineer,PT KPS Certification,Computer & Information Technology,Full-Time · Hybrid,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Data Scientist - Snowflake at Proxima Konsultan IndonesiaAs a Data Scientist - Snowflake, you will design and optimize data-driven solutions leveraging Snowflake for data warehousing and analytics, supporting critical business decision-making through advanced modeling and machine learning.Responsibilities:Build and manage data pipelines in Snowflake.Design predictive models and machine learning solutions.Collaborate with teams to provide data insights.Ensure data security and compliance.Create user-friendly dashboards and visualizations.Requirements:Proven experience with Snowflake as a data warehouse.Proficiency in SQL and Python or R.Strong understanding of ETL processes.Experience in big data frameworks (e.g., Hadoop, Spark) is a plus.Bachelor’s degree in Computer Science, Mathematics, or related fields.Read Less",https://glints.com/id/en/opportunities/jobs/data-scientist-snowflake/940518f0-eb9c-4136-93ff-15568997d884?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1321e5cb93c4d4a4d49e26b67f70b1f7.jpg
Data Scientist - Snowflake,Proxima Konsultan Indonesia,Computer & Information Technology,Full-Time · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for IT Programmer at PT Ruang Maha KaryaJob Descriptions:1. Mendevelop program dan aplikasi yang digunakan oleh perusahaan2. Melakukan maintain terhadap program/aplikasi yang dikembangkanJob Requirements:1. Minimal pendidikan SMK/D3/S1 Teknik Informatika atau sejenisnya2. Memiliki pengalaman sebagai IT Programmer / Fullstack minimal 1 thn lebih disukai 3. Memiliki keterampilan komunikasi4. Memiliki kreativitas dan kemampuan problem solvingHardskills Qualifications:1. Programming :Golang, Vue Js (framework Nuxt), Progress (menjadi nilai tambah), mengerti konsep pembuatan API2. O/S :LINUX, Windows 10/11, & Windows Server(memiliki  Sertifikasi IOS menjadi nilai tambah)3. Database :My SQL, Postgres, Progress (menjadi nilai tambah)Read Less",https://glints.com/id/en/opportunities/jobs/it-programmer/86cdbb70-c541-4718-9e63-2c6037f931ca?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/b7fa67e0df693058010c4807f53d4743.png
IT Programmer,PT Ruang Maha Karya,Computer & Information Technology,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Backend Developer at PT. RAKHASA ARTHA WISESADIBACA SEBELUM MELAMAR!!!Syarat:Penguasaan yang kuat dalam JavaScript , Node.js dan Bun.sh.Pengetahuan yang baik tentang pengembangan server-side menggunakan Node.js dan kerangka kerja seperti Express.js.Pengalaman dengan sistem manajemen basis data seperti MongoDB atau PostgreSQL.Pengetahuan tentang RESTful API dan integrasi sistem pihak ketiga.Kemampuan manajemen kode menggunakan Git.Pengetahuan tentang asinkronitas dalam JavaScript.Mampu mengulik dan terus berkembang dengan javascriptTanggung Jawab:Mengembangkan backend aplikasi web job portal menggunakan Node.js Bun.sh, dan Express.js.Mendesain dan mengelola basis data sesuai kebutuhan aplikasi.Membangun dan mengelola RESTful API untuk komunikasi antara frontend dan backend.Memastikan keamanan aplikasi dengan menerapkan praktik-praktik keamanan terbaik.Melakukan pengujian unit dan integrasi serta debugging untuk memastikan kualitas aplikasi.Berkolaborasi dengan tim pengembang frontend, tim produk, dan pemangku kepentingan lainnya.Hanya orang yang mudah beradaptasi yang mampu bertahan dan orang yang punya visi misi sama yang bisa bergabung bersama kami.Read Less",https://glints.com/id/en/opportunities/jobs/backend-developer/d4482086-b0c3-4311-8a10-71eb3a2ef40e?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/55ceffb6e46711c45d637b1ca9487f02.jpg
Backend Developer,PT. RAKHASA ARTHA WISESA,Computer & Information Technology,Freelance · On-site,Minimum Senior/Vocational High School,Less than a year of experience,"Job description for Network Engineer freelance at PT Graha Karya InformasiKualifikasi :1. Min Pendididikan SMK TKJ2. Memiliki pengalaman (Monitoring, Implementasi) / basic Network Engineer3. Memiliki Tools Leptop Pribadi, kabel konsole RJ45 (Optional), Kabel UTP4. Bisa join ASAP 5. Bersedia untuk Rollout ke beberapa Lokasi6. Pekerjaan akan di lakukan di Weekdays Start pukul 14.006. Lokasi Penempatan :- Banda Aceh akan jalan di tanggal 9 Dec 2024- Pasuruan akan jalan di tanggal 2 & 4 Dec 2024Jobdesk:1. Melakukan onsite ke-lokasi customer untuk melakukan dismantle perangkat lama apabila diperlukan.2. Melakukan dokumentasi Port/Plug kabel yang On dan berfungsi.3. Menyediakan tools untuk implementasi (laptop, obeng, kabel console, cagenut)4. Melakukan staging switch/config switch5. Melakukan mounting perangkat baru pada rak eksisting6. Melakukan clock kabel Uplink dan Power Baru7. Melakukan akses remote L2 untuk selanjutnya di remote L2 MSI bila diperlukan.8. Melakukan QC dan dokumentasi after replacement switch.9. Melakukan standby On-Call H+1 after implemntasi10. Apabila terdapat kebutuhan onsite maka perlu datang onsite (sesuai dengan T&C)11. Menyediakan laporan progress implementasi12. Melakukan dokumentasi BAST dan UAT sesuai template yang diberikan.obeng, kabel console, cagenutRead Less",https://glints.com/id/en/opportunities/jobs/network-engineer-freelance/40414d89-4590-4a4a-85c4-56fc274d7380?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/addd00b8f476594c0517c9d0611eea87.jpeg
Network Engineer freelance,PT Graha Karya Informasi,Computer & Information Technology,Contract · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for FrontEnd Developer at PT Pronata Data Insani•	Proficiency in JavaScript frameworks (e.g., React, Vue.js, Angular) for web applications and React Native for mobile applications.•	Experience with responsive design, UX principles, and developing secure, user- friendly interfaces•	Knowledge of tokenization and data exchange protocols to protect sensitive information.Read Less",https://glints.com/id/en/opportunities/jobs/frontend-developer/660e3518-f4b3-4d92-a615-8fd55d0bbb74?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2c3b098d27803fd1367fc7a50eaa23c9.jpg
FrontEnd Developer,PT Pronata Data Insani,Computer & Information Technology,Full-Time · Hybrid,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for System Analyst at Salva Teknologi Digital'•	To evaluate requests for systems development/enhancement, and compose project plan by defining stages and timescales for each stage.•	To communicate with user departments, gaining/maintaining an in-depth knowledge of their business functions, understanding their needs, explaining the impact of any change in their technical environment and training them in the use of new applications.•	To investigate, evaluate and report alternative solutions to business needs and recommend the preferred solution.•	To take responsibility for all or part of a project from requirements analysis to acceptance testing, including scheduling and satisfactory completion.•	To provide support and technical guidance for junior staff in project team •	To undertake analysis, design and programming tasks to current standards.•	To participate with the user in developing systems and acceptance test data and establish measurement criteria.•	To assess production problems and determine appropriate solutions.•	To provide a high level of expertise on systems analysis and design. •	To act as in-house consultant in specific areas of systems specialization.•     To maintain a good knowledge of relevant software, hardware, communications, data base management and distributed processing techniques, and to recommend use of appropriate outside software to system and user management.Read Less",https://glints.com/id/en/opportunities/jobs/system-analyst/e17488c8-6b55-447e-80ca-629de9e9b659?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/143d62d1bfc107031d8456d0b323c883.jfif
System Analyst,Salva Teknologi Digital,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for Full Stack developer at PT 360 Teknologi IndonesiaLokasi : Jakarta selatanIndustri: InsuranceDurasi: 6 bulanSistem kerja: WFOSkillset :1.	Understanding of containerization concepts and technologies.2.	Minimum experience 2 years in C# .Net Programming (Backend & Frontend)3.	Proficiency in Linux administration, scripting and automation skills (e.g. with Bash, Python, or Ansible)4.	Experience in MS. SQL Server and Postgre SQL5.	Experience in crystal report and SSRS (rdl) (having SSIS is a plus)6.	Experience with Docker and Kubernetes7.	Familiarity with OpenShift-specific tools.8.	Having java(or others) knowledge is a plus9.	Ability to troubleshoot and optimize containerized applications.10.	Ability to work under pressure and teamwork11.	Responsible and adapt Certification (good to have):1.	Red Hat Certified Specialist in OpenShift Administration2.	Red Hat Certified Specialist in OpenShift Application Development3.	Certified Kubernetes Administrator4.	AWS Cloud CertificateRead Less",https://glints.com/id/en/opportunities/jobs/full-stack-developer/6bd87aa8-7679-4859-b232-a058e736e8dc?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2989442b8e92d45bf23774a0ce0ca1c3.jpg
Full Stack developer,PT 360 Teknologi Indonesia,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,5 - 10 years of experience,"Job description for Electrical Engineer at PT Rigsis Energi IndonesiaResponsibilitiesDesign electrical systems for power generation, transmission, and distribution within the geothermal power plant.Integrate electrical systems with mechanical and control systems for seamless operation and optimal performance.Specify and procure the electrical equipment and components necessary for the geothermal power plant’s construction and operation.Oversee the installation, testing, and commissioning of electrical systems and equipment.Manage the construction of geothermal power plants and associated infrastructure.Quantify materials, labor, and equipment required for the electrical components of the project.Quantify materials, labor, and equipment required for the electrical components of the project.Ensure that all electrical systems and operations adhere to safety standards and regulations.Develop accurate cost estimates for the electrical components of the project.QualificationsBachelor’s Degree in Electrical Engineering.5+ years of professional experience in electrical engineering, with at least 2 years of direct involvement in power plant design (FS, FEED, DED, or as Owner’s Engineer).Experience in geothermal power plant design is highly preferred.Fluent in English.Excellent written and verbal communication skills.Based in JakartaRead Less",https://glints.com/id/en/opportunities/jobs/electrical-engineer/3ff9fbb3-0058-4ac6-82af-fdd099979452?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9d2921d930872d20216c5a4cc9c99a10.jpeg
Electrical Engineer,PT Rigsis Energi Indonesia,Computer & Information Technology,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Teknisi/Jointer FO/Network Construction & Maintenance at Amron CitinetPersyaratan :o	Pria usia maksimal 30 tahuno	Pendidikan minimal SMK (Jurusan Teknik Jaringan lebih diutamakan)o	Mengerti dan memahami teknologi fiber optico	Mengerti teknik instalasi fiber optic	o	Bisa mengoperasikan alat sambung fiber optic (splicer)o	Bisa mengoperasikan alat ukur OTDR, Light Sourceo	Dapat bekerja dalam tim dengan baiko	Dapat bekerja dalam shiftJob Description :o	Bertanggung jawab terhadap pembangunan dan maintenance jaringano	Melakukan survei jalur kabel project baruo	Membuat laporan hasil survei dengan menggambar lokasio	Melakukan pekerjaan penarikan kabel, instalasi dan aktivasi jaringan fiber optic dan FTTHo	Melakukan pekerjaan terminasi dan pengetesan kabel fiber optico	Melakukan troubleshoot masalah dalam topologi kabel fiber optico	Melakukan pembuatan jalur kabel project baru dari POP sampai ke pelanggano	Melakukan interkoneksi (pemasangan perangkat dan OTDR) di POP untuk project    pelanggan baruo	Melakukan penarikan kabel jumper solving FO cut apabila vendor tidak bisa on siteo	Melakukan pengecekan jalur secara berkalao	Melakukan pemindahan jalur kabel udara ke underground/ cut over jalur kabelo	Melakukan pengajuan terhadap pengadaan peralatan penunjang pekerjaano	Melakukan perawatan terhadap peralatan penunjang pekerjaan o	Melakukan pemeliharaan kebersihan terhadap kendaraan operasional yang digunakano	Memberikan informasi dan memastikan layanan pelanggan bisa digunakan dan tidak terkendalao	Bersedia kerja lembur jika diperlukan o	Menjalankan instruksi atasan (langsung/tidak langsung) sesuai/tidak sesuai job desc / Uraian Pekerjaan sejauh untuk kepentingan perusahaanFasilitas yang akan didapatkan :	Upah  (Gaji Pokok dan Tunjangan lainnya (transport, makan dll)	Mendapat kesempatan untuk upgrade skill dan menjadi karyawan tetap	Tunjangan Komunikasi	BPJS Ketenagakerjaan	BPJS Kesehatan	Asuransi Kesehatan	Plafond Medical Reimburse Read Less",https://glints.com/id/en/opportunities/jobs/teknisi-jointer-fo-network-construction-and-maintenance/dc104de3-f859-4a52-93e4-2469ef1ff2ed?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/406dd64e526cc212566302a68afa3788.jpg
Teknisi/Jointer FO/Network Construction & Maintenance,Amron Citinet,Computer & Information Technology,Contract · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Technical Writer at PT Integrasi Logistik Cipta SolusiJob descriptions:Determine the needs of end users of technical documentation.Organize and write supporting documents for products.Work with internal teams to obtain an in-depth understanding of the product and the documentation requirements.Monitoring progress projects, controlling petty cash product, and reporting progress projects. Requirements:Bachelor degree in Information Technology, Computer Science or related with at least 1 years of experience.Strong knowlegde in SDLC concept.Strong working knowledge of Word Processing, MS Visio, Flowchart, UI application, Project management application.As a self-motivated team player, you have strong follow-through and organisation skills with an eye for details and work independently with minimum supervision.Strong communication skills and able to perform in a demanding, changing and fast-paced environment.Passion to expand current knowledge and learn new skills is a must.Read Less",https://glints.com/id/en/opportunities/jobs/technical-writer/32295837-c48a-4eb6-bec2-be9bc957ed7c?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/1a5af58b532348fe289526c62346704d.jpg
Technical Writer,PT Integrasi Logistik Cipta Solusi,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Data Scientist at HIGOJob Description:Gather data from various sources including databases, APIs, spreadsheets, and more. Clean and transform the data to ensure its quality and compatibility.Perform exploratory data analysis to understand patterns, trends, and anomalies in the data. Apply statistical models and do data visualization to extract insights.Create and maintain dashboards, reports, and visualizations to present data-driven insights to stakeholders.Identify and address data quality issues, missing values, and outliers.Design and conduct experiments to test hypotheses and evaluate the impact of changes or interventions.Build and deploy predictive models to answer business questions and solve problems.Work closely with cross-functional teams to understand business requirements and provide data-driven recommendations. Effectively communicate findings to both technical and non-technical stakeholders.Job Requirement:Strong knowledge of python.Familiarity with statistical techniques and tools for hypothesis testing, regression, and other data modeling approaches.Experience with data visualization tools like Tableau, Power BI, Looker, matplotlib.Advanced Excel skills for data cleaning, analysis, and reporting.Understanding of database systems (e.g., MongoDB) and data warehousing concepts.Read Less",https://glints.com/id/en/opportunities/jobs/data-scientist/023b81f1-3d82-44f3-87a7-411d001fd327?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/2008a49b0d3c23c974a91801ac941681.jpg
Data Scientist,HIGO,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for VB .NET Developer at PT Digital Tech AsiaPosition: VB.Net Desktop DeveloperLocation: South Jakarta, IndonesiaEmployment Type: 6 Month ContractJob Description:We are seeking a motivated and talented VB.Net Desktop Developer to join our dynamic team. As a VB.Net Desktop Developer, you will be responsible for developing and maintaining desktop applications using the .NET framework. Requirements:Minimum 1-3 years of experience (Fresh Graduate are welcome)Minimum Diploma (D3)  in Computer Science or related fieldStrong communication skills, teamwork, hardworking, and disciplinedProficient in .NET programming language (VB.Net)Strong understanding of the .NET framework (Desktop applications)Solid knowledge of SQL Server DatabaseFamiliarity with Object-Oriented Programming (OOP) or UML methodologyAbility to design application architectureMinimum of 1 year of experience in application development (e.g., personal projects, internships, etc.)Proficient in using Office Tools and Development ToolsEagerness to learn and grow in the field of software developmentRead Less",https://glints.com/id/en/opportunities/jobs/vb-net-developer/98251cb1-96c0-4e28-a989-764b57338ac7?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/d3a25a005d1b183702d75ac150a1b047.png
VB .NET Developer,PT Digital Tech Asia,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,5 - 10 years of experience,"Job description for IT Leader at Little AdvisorsJob Responsibilities:Develop and implement IT strategies aligned with business goals.Manage and mentor the IT team; conduct performance evaluations.Work with cross-functional teams to address IT needs.System Architecture: Oversee the design and implementation of scalable IT systems.Lead IT projects from inception to completion, ensuring deadlines and budgets are met.Identify IT risks and ensure compliance with regulations.Implement KPIs to measure IT effectiveness and report to senior management.Develop and manage the IT budget and resource allocation.Evaluate and manage relationships with external vendors. Lead efforts for smooth transitions during IT upgrades and train staff on new technologies.Job Requirements:Bachelor’s degree in IT or related field; Master’s preferred.5+ years in IT management, ideally in consulting.Knowledge of IT infrastructure, software development, and cloud technologies.Experience with Agile and Waterfall methodologies; relevant certifications a plus.Strong leadership and communication skills.Ability to analyze complex IT issues and develop solutions.Understanding of how IT impacts business performance.Relevant IT certifications (e.g., Cisco, Microsoft) advantageous.Read Less",https://glints.com/id/en/opportunities/jobs/it-leader/d3d993a7-6f52-4d6c-af0a-ebbb0aaa7428?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/4224f2a4dc045a89145b3a04cfbca92d.png
IT Leader,Little Advisors,Computer & Information Technology,Full-Time · On-site,Minimum Associate Degree,1 - 3 years of experience,"Job description for Technical Operation Local at PT Cartenz Technology IndonesiaRequirement :o   Memiliki Kendaran bermotor.o   Memahami dasar hardware computer dan softwareo   Memahami dasar jaringano   Cekatan, Komunikatif, Mampu bekerja sama dengan tim.o   Mampu bekerja dengan target.o   Penempatan HQ Jakartao   Mempunyai pengetahuan database adalah nilai lebih.Read Less",https://glints.com/id/en/opportunities/jobs/technical-operation-local/a2907704-9c57-42d7-86f1-86d29ce5401f?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/62eb427850d073730450c3fe4124a72d.png
Technical Operation Local,PT Cartenz Technology Indonesia,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Back-end Developer at PT Datacell Infomedia (Paydia)The selected candidates will be asked to undergo a testing and interview process within the next 5-7 days.Job Description :Develop, Improve, and Deploy high-quality backend services and APIs.Benchmarking, load testing, diagnosing problems and helping create solutions.Research and implement modern frameworks and technologies for back-end systems.Participate in design discussions, reviews and propose/implement solutions to technical problems and challenges.Collaborate with other engineers, product managers, user experience designers, and operation engineers to build features and products.Requirements :Bachelor’s Degree in Computer Science / Information Technology or equivalent.At least 1-2 Year(s) of working experience in the related fields is required for this position.Skills required : Go Lang/PHP/Node.Js, MySQL, MariaDB, Git, Codeigniter/express, and Postman/Insomnia.Having experience using with Docker, Kubernetes, Nginx, will be a plus.Solid understanding of basic data structures.Self-motivated, quick learner and passionate in development technology.Wiling to fully WFO in Central JakartaRead Less",https://glints.com/id/en/opportunities/jobs/back-end-developer/01749fca-cd42-429e-8b47-d94302cdbc5c?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/717929f79d046d7e16f3c16e3b78028b.png
Back-end Developer,PT Datacell Infomedia (Paydia),Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Software QA Engineer at PT Datacell Infomedia (Paydia)The selected candidates will be asked to undergo a testing and interview process within the next 5-7 days.Job Description :Develops and initiates standards and methods for inspection, testing and evaluationResponsible for checking and controlling work in processCreate well documented test cases and details executionAnalyzes reports and returned products and recommends corrective actionMaintain the record of all QA reports and documentsWorking closely with the Product Manager, Front End, and Back End.Write test plans from the requirements, specifications and test strategiesPerform additional API Testing REST for security (OWASP, SQL Injection, XSS)To author and maintain test script for load testing and verify results against operational Requirements on Performance and Scalability.To monitor quality status (active bugs) of products features under development and operational requirements of system already in production environment (availability, performance, scalability and security).Requirements :Minimum 1-2 year(s) of working experience in related fieldBachelor degree in Information Technology, Information System, Computer Science or relevant fieldSkill(s) required: Postman / Insomnia, Selenium, Php/nodejs, Docker, Test Script (codeception/codeceptJs)Fin-Tech domain knowledge. Experience in Financial Services products.Team player who endorses collaborative work style.Willing to fully WFO in Jakarta PusatRead Less",https://glints.com/id/en/opportunities/jobs/software-qa-engineer/13cae052-cb34-43e6-b05e-82c1506e7898?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/717929f79d046d7e16f3c16e3b78028b.png
Software QA Engineer,PT Datacell Infomedia (Paydia),Computer & Information Technology,Contract · On-site,Minimum Bachelor’s Degree,3 - 5 years of experience,"Job description for IT Telco Solution Architect at PT Neural Technologies Indonesia (Official)Join Our Team as an IT Telco & Solution Architect at PT Neural Technologies Indonesia!Are you a visionary with a knack for designing scalable and reliable systems? PT Neural Technologies Indonesia is looking for an experienced IT Solution Architect with at least 3 years of experience. Your role will involve crafting innovative architectural solutions, making critical technical and business decisions, and aligning technology strategies with business goals. If you excel in integrating technologies, understand Design Systems, and are familiar with TOGAF standards, we want you on our team!Qualifications & ResponsibilitiesMinimum Bachelor's degree in Computer Engineering/Information Technology/Information Systems/Equivalent/OthersAt least 3 years of experience as an IT Solution ArchitectUnderstanding architectural patterns and designing scalable and reliable systemsAble to make technical and business decisionsAble to ensure that software architecture meets technical and business requirementsPossessing in-depth technical knowledge of programming languages, development frameworks, and infrastructureAble to integrate technologies and methodologiesUnderstanding the business context in which systems operateConsidering the impact of architectural decisionsAligning technology strategy with business objectivesHaving knowledge related to Design SystemsHaving an understanding of TOGAF standardsRead Less",https://glints.com/id/en/opportunities/jobs/it-telco-solution-architect/b31057a3-f374-4600-8b19-997b544374c3?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/56c5be4916c644e473ce689028a612d5.png
IT Telco Solution Architect,PT Neural Technologies Indonesia (Official),Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,5 - 10 years of experience,"Job description for Lead developer at Iweka Digital SolusiTanggung Jawab:Merencanakan, menjalankan, dan memimpin tim Programmer dalam menciptakan dan mengembangkan sebuah software dengan kualitas yang baik berdasarkan target.Berkolaborasi dengan project manager untuk menciptakan komunikasi yang lancar dan memastikan koordinasi yang optimal di seluruh tim pengembangan. Memantau progres proyek dan memberikan laporan kepada manajemen terkait proyek yang akan dan sedang dikerjakan.   Berkomunikasi dengan pelanggan terkait desain serta spesifikasi software yang dibutuhkan untuk memenuhi kebutuhan pelanggan akan produk yang berkualitas dan tepat sasaran. Melatih dan menyatukan anggota tim baru dan secara proaktif mendukung kelanjutan pengembangan oleh anggota tim yang ada maupun anggota tim sebelumnya.Kualifikasi:Pengalaman minimal 5 tahun sebagai IT Developer (Web Developer & Mobile Developer)Pendidikan minimal S1 Sistem Informasi/Teknologi InformatikaMenguasai  PHP, Node JS, React JS, C#, C++, Laravel.Memahami dan mampu menggunakan database seperti MariaDB, MySQL, Oracle, dan MongoDB.Memiliki pemahaman tentang proses keseluruhan pengembangan software.Memiliki kemampuan berpikir analitis, konseptual, kreatif dan inovatifMemiliki kemampuan problem solvingBerpengalaman menjadi pemimpin tim developer. Read Less",https://glints.com/id/en/opportunities/jobs/lead-developer/4d3d04bc-ad2b-44d7-ab10-ccc8aab5a0e4?utm_referrer=explore&traceInfo=e1b7513c-e1ae-4b58-9c3e-bb77f592c35d,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/9e2d3ae265a5e717caa5a099c26717e7.png
Lead developer,Iweka Digital Solusi,Computer & Information Technology,Full-Time · On-site,Minimum Bachelor’s Degree,1 - 3 years of experience,"Job description for Software Developer at HannochsKualifikasi : ﻿﻿﻿﻿Menguasai SQL serta bahasa pemrograman PHP dan JavaScript﻿﻿Menguasai Version Control System Git dan Teknologi Container DockerRead Less",https://glints.com/id/en/opportunities/jobs/software-developer/93e61a3f-e274-475d-a14b-86e606c8043e?utm_referrer=explore&traceInfo=a9f76359-f23e-4d02-bcec-64553fe80ffa,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/fa11e96fbfd06e08be4ab2fc6629699e.png
Software Developer,Hannochs,Computer & Information Technology,Full-Time · On-site,Minimum Senior/Vocational High School,1 - 3 years of experience,"Job description for Full Stack Developer at PT Elga TamaDeskripsi Pekerjaan:
Kami mencari seorang full stack Developer yang berpengalaman untuk bergabung dengan kami. Posisi ini bertanggung jawab dalam mengembangkan aplikasi web dari awal hingga akhir, termasuk frontend and backend.

Kualifikasi:
1. Memiliki gelar untuk bidang terkait2. Pengalaman bekerja minimal 1 tahun3. Pernah membuat Aplikasi Read Less",https://glints.com/id/en/opportunities/jobs/full-stack-developer/1612aa9b-950a-4361-acba-f78382ead459?utm_referrer=explore&traceInfo=a9f76359-f23e-4d02-bcec-64553fe80ffa,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/a07a1e8f16606c1184f78fa537a38176.png
